name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,windspeedmax,windspeedmean,windspeedmin,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,source
29642,2006-04-25,84.6,61.4,73.8,84.2,61.4,73.7,55.6,54.5,0,0,0,,,,,16.4,16.4,8.4,1.5,239.6,1010.8,9.8,9.7,,,,,2006-04-25T06:46:22,2006-04-25T20:10:32,0.92,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-04-26,71.1,60.9,65.6,71.1,60.9,65.6,57.8,76.6,0.314,100,37.5,rain,,,,10.9,10.9,5.1,0.8,28.1,1010.9,58.5,7.9,,,,,2006-04-26T06:45:14,2006-04-26T20:11:21,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,obs
29642,2006-04-27,72.4,56.8,63.2,72.4,56.8,63.2,48.9,64.4,0.188,100,16.67,rain,,,,13.1,13.1,6.6,3.6,24.2,1012.4,54.7,7.8,,,,,2006-04-27T06:44:07,2006-04-27T20:12:09,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,obs
29642,2006-04-28,74.4,50.1,62.9,74.4,50.1,62.9,41.9,51.7,0,0,0,,,,,7.9,7.9,3.9,0.7,142.2,1020.2,22,9.8,,,,,2006-04-28T06:43:01,2006-04-28T20:12:57,0.03,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,obs
29642,2006-04-29,64.2,53.6,58.8,64.2,53.6,58.8,41.3,53.5,0,0,0,,,,,15,15,8,0.9,50,1025.8,7.4,9.9,,,,,2006-04-29T06:41:55,2006-04-29T20:13:45,0.06,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-04-30,61.6,52.4,57.3,61.6,52.4,57.3,38.2,50,0.002,100,4.17,rain,,,,12.8,12.8,7,2.8,70.1,1025.7,51.6,9.9,,,,,2006-04-30T06:40:51,2006-04-30T20:14:34,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,obs
29642,2006-05-01,71.3,53.5,61.6,71.3,53.5,61.6,35.3,40.9,0.006,100,4.17,rain,,,,9.3,9.3,6.1,0.7,46.4,1023.8,40.5,9.9,,,,,2006-05-01T06:39:48,2006-05-01T20:15:22,0.12,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,obs
29642,2006-05-02,77.1,50,63.9,77.1,48.9,63.8,45.1,52.5,0,0,0,,,,,15.7,15.7,6.6,0.6,245.3,1019.6,2.5,9.8,,,,,2006-05-02T06:38:46,2006-05-02T20:16:10,0.16,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-05-03,85.7,60.8,73.2,82.9,60.8,72.5,49.8,49,0,0,0,,,,,11,11,6.6,2.7,303.5,1015.8,7.9,9.3,,,,,2006-05-03T06:37:45,2006-05-03T20:16:58,0.19,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-05-04,81.6,55.5,69.7,80.5,55.5,69.6,50.5,52.6,0.002,100,4.17,rain,,,,10,10,5.6,1.2,226.5,1015.7,9.5,9.8,,,,,2006-05-04T06:36:45,2006-05-04T20:17:47,0.22,Rain,Clear conditions throughout the day with late afternoon rain.,rain,obs
29642,2006-05-05,79.7,63.5,69.2,79.7,63.5,69.2,60.3,74.8,0.424,100,33.33,rain,,,,11.8,11.8,5.7,1.6,302.2,1011.1,60,8.8,,,,,2006-05-05T06:35:47,2006-05-05T20:18:35,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,obs
29642,2006-05-06,79.6,60.1,69.7,79.6,60.1,69.7,53.6,59.5,0.002,100,4.17,rain,,,,6.9,6.9,4.9,2.3,339.1,1011.6,29.3,9.6,,,,,2006-05-06T06:34:49,2006-05-06T20:19:23,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,obs
29642,2006-05-07,69.6,51.9,59.2,69.6,51.9,59.2,50.1,73,0.215,100,25,rain,,,,13.9,13.9,9.5,5.8,46.2,1014.7,87.8,9,,,,,2006-05-07T06:33:53,2006-05-07T20:20:11,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,obs
29642,2006-05-08,63.1,51,56.7,63.1,51,56.7,48.6,74.8,0,0,0,,,,,9,9,7,3.8,54.8,1016.4,99.8,9.8,,,,,2006-05-08T06:32:58,2006-05-08T20:20:58,0.35,Overcast,Cloudy skies throughout the day.,cloudy,obs
29642,2006-05-09,63.9,54.6,58.9,63.9,54.6,58.9,50,72.8,0,0,0,,,,,9,9,5,2,94.6,1016.9,92.5,8.6,,,,,2006-05-09T06:32:04,2006-05-09T20:21:46,0.38,Overcast,Cloudy skies throughout the day.,cloudy,obs
29642,2006-05-10,70.4,57.9,63,70.4,57.9,63,56.2,78.8,0.008,100,4.17,rain,,,,11.6,11.6,5.6,0.6,204.9,1013.5,86.7,7.4,,,,,2006-05-10T06:31:12,2006-05-10T20:22:33,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,obs
29642,2006-05-11,75,58.7,65.6,75,58.7,65.6,50,63.3,0,0,0,,,,37.4,22.3,22.3,11.2,1.3,249.8,1006.2,51.3,8.4,,,,,2006-05-11T06:30:20,2006-05-11T20:23:21,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2006-05-12,69,47.5,59.2,69,45,58.9,41.3,54.4,0.015,100,4.17,rain,,,33.3,17.5,17.5,10.4,3.3,238.1,1008.5,21.1,9.9,,,,,2006-05-12T06:29:31,2006-05-12T20:24:08,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,obs
29642,2006-05-13,73.8,47,61.8,73.8,47,61.8,44.1,55.4,0,0,0,,,,33.3,18.9,18.9,7.9,0.6,225.1,1010.9,6.5,9.9,,,,,2006-05-13T06:28:42,2006-05-13T20:24:55,0.5,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-05-14,75.2,57.1,64.9,75.2,57.1,64.9,47.3,56.8,0.006,100,8.33,rain,,,32.2,18.7,18.7,10.7,4.3,246.9,1010,39.3,9.8,,,,,2006-05-14T06:27:55,2006-05-14T20:25:41,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,obs
29642,2006-05-15,71.1,49.4,60.6,71.1,49.4,60.6,39.6,48.7,0,0,0,,,,,16.6,16.6,9.4,1.7,267.1,1011.6,32.9,9.9,,,,,2006-05-15T06:27:10,2006-05-15T20:26:27,0.59,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,obs
29642,2006-05-16,70.4,45.3,58.8,70.4,43.6,58.4,42.8,57.7,0,0,0,,,,,11.1,11.1,6.3,2.9,244.4,1010.7,31.9,9.9,,,,,2006-05-16T06:26:25,2006-05-16T20:27:13,0.62,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,obs
29642,2006-05-17,72.9,49.2,61.6,72.9,48.5,61.6,45.9,58.8,0.002,100,4.17,rain,,,,13.6,13.6,6.3,1.2,252.9,1007.3,20.9,9.6,,,,,2006-05-17T06:25:43,2006-05-17T20:27:59,0.66,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,obs
29642,2006-05-18,78.1,52.8,65.2,78.1,52.8,65.2,48.1,56.6,0.008,100,4.17,rain,,,36.5,19.6,19.6,12.2,5.5,255.3,1005.4,24.6,9.8,,,,,2006-05-18T06:25:01,2006-05-18T20:28:44,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,obs
29642,2006-05-19,78.8,48.9,65.5,78.8,48.9,65.5,40.2,43.7,0,0,0,,,,33.3,18.1,18.1,10.1,1.1,272.6,1010.1,3.3,9.9,,,,,2006-05-19T06:24:21,2006-05-19T20:29:29,0.73,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-05-20,82.5,59,68.7,83.2,59,68.8,58.2,70.7,0.645,100,50,rain,,,33.3,12.6,12.6,7.2,1.1,242.3,1010.9,33.5,9,,,,,2006-05-20T06:23:43,2006-05-20T20:30:14,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,obs
29642,2006-05-21,82.2,64,72.3,83.3,64,72.4,61.9,71.7,0.226,100,37.5,rain,,,,14.8,14.8,9.8,5.3,256,1012.5,19.8,9.6,,,,,2006-05-21T06:23:06,2006-05-21T20:30:58,0.8,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,obs
29642,2006-05-22,79,66.4,72.3,79,66.4,72.3,59.4,65,0.022,100,12.5,rain,,,,7.5,7.5,4.5,0.9,339.3,1016.1,13.2,9.6,,,,,2006-05-22T06:22:31,2006-05-22T20:31:41,0.84,Rain,Clear conditions throughout the day with early morning rain.,rain,obs
29642,2006-05-23,80.5,60.1,70.4,80.2,60.1,70.4,52.2,55.2,0.002,100,4.17,rain,,,,9.8,9.8,5.6,2.3,80.9,1018.5,11.6,9.5,,,,,2006-05-23T06:21:57,2006-05-23T20:32:24,0.87,Rain,Clear conditions throughout the day with early morning rain.,rain,obs
29642,2006-05-24,83.8,60.9,72.1,82.2,60.9,71.8,48.7,44.1,0,0,0,,,,,10.6,10.6,6.1,1.4,38.4,1018.4,1.5,9.8,,,,,2006-05-24T06:21:25,2006-05-24T20:33:07,0.91,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-05-25,86.3,59.7,70.2,86.7,59.7,70.2,59.6,71,0.218,100,12.5,rain,,,33,16.2,16.2,5.2,0.7,248,1014.6,7,8.9,,,,,2006-05-25T06:20:54,2006-05-25T20:33:48,0.94,Rain,Clear conditions throughout the day with afternoon rain.,rain,obs
29642,2006-05-26,87.3,65.3,75.2,88.9,65.3,75.6,63.5,68.9,0.055,100,20.83,rain,,,35.7,17,17,9.8,1.7,237.5,1010.8,5.4,8.5,,,,,2006-05-26T06:20:25,2006-05-26T20:34:30,0.98,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain,obs
29642,2006-05-27,89.4,68.7,78.3,90.4,68.7,78.9,63.5,62.3,0,0,0,,,,,11.7,11.7,6.9,3.2,263.9,1012.9,10.8,9.7,,,,,2006-05-27T06:19:58,2006-05-27T20:35:10,0,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-05-28,87.9,68.5,78.7,87.6,68.5,78.7,60.5,55.1,0,0,0,,,,,9.2,9.2,6.5,2.5,54.8,1019.4,7.4,9.6,,,,,2006-05-28T06:19:32,2006-05-28T20:35:50,0.05,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-05-29,88.7,67.9,79.2,88.4,67.9,79.1,61.1,56.1,0,0,0,,,,,7.8,7.8,3.8,0.6,60.5,1020.8,9.8,8.5,,,,,2006-05-29T06:19:08,2006-05-29T20:36:29,0.08,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-05-30,91,68.6,80.5,91,68.6,80.7,62.4,57.1,0,0,0,,,,,9.4,9.4,4.6,0.7,79.1,1019.4,9.8,6.5,,,,,2006-05-30T06:18:45,2006-05-30T20:37:08,0.11,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-05-31,88.9,68.3,78.7,88.6,68.3,78.7,61.6,57.6,0,0,0,,,,,11.1,11.1,5,0.6,73.4,1020.2,3.7,7.5,,,,,2006-05-31T06:18:24,2006-05-31T20:37:45,0.14,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-06-01,86.6,68.6,77.5,86.7,68.6,77.9,63.3,63.5,0,0,0,,,,,9.6,9.6,4.3,0.6,205.9,1018.7,24.7,8.9,,,,,2006-06-01T06:18:05,2006-06-01T20:38:22,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2006-06-02,84.5,67.6,74.8,85.9,67.6,75.2,65.4,73.7,0.411,100,41.67,rain,,,31.1,12,12,7.3,0.8,219.7,1014,54.2,8.7,,,,,2006-06-02T06:17:47,2006-06-02T20:38:58,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,obs
29642,2006-06-03,82.1,65.8,73.5,80.7,65.8,73.3,55.9,59.3,0.046,100,20.83,rain,,,,12.9,12.9,7.1,2.2,356.3,1011.1,40.1,7.8,,,,,2006-06-03T06:17:31,2006-06-03T20:39:33,0.25,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,obs
29642,2006-06-04,82.1,61.2,70.1,80.7,61.2,69.9,52.2,56.7,0.101,100,12.5,rain,,,40.3,11.4,11.4,5.2,1.1,302.4,1012.2,29.9,9.5,,,,,2006-06-04T06:17:16,2006-06-04T20:40:07,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,obs
29642,2006-06-05,77.6,57,66.8,77.6,57,66.8,48.9,57.1,0.006,100,4.17,rain,,,,12.5,12.5,7.2,0.6,12.6,1013.1,12.2,9.1,,,,,2006-06-05T06:17:04,2006-06-05T20:40:40,0.3,Rain,Clear conditions throughout the day with early morning rain.,rain,obs
29642,2006-06-06,82.6,57.4,70.5,80.7,57.4,70.2,46.1,44.2,0,0,0,,,,,10,10,5.9,1.6,353.8,1014.4,10.7,9.9,,,,,2006-06-06T06:16:52,2006-06-06T20:41:12,0.34,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-06-07,83.9,58.8,73.5,81.8,58.8,72.9,49.6,45.6,0,0,0,,,,,10.1,10.1,5.9,0.7,271.4,1014.2,2.1,9.9,,,,,2006-06-07T06:16:43,2006-06-07T20:41:43,0.37,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-06-08,88.6,64.5,76.1,86.5,64.5,75.4,53.5,47.8,0,0,0,,,,,12.7,12.7,6.6,1.4,298.2,1011.7,24.4,9.8,,,,,2006-06-08T06:16:35,2006-06-08T20:42:13,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2006-06-09,87.9,65.6,77,85,65.6,76.2,53.1,46.4,0,0,0,,,,,12.6,12.6,5.5,1.9,335,1012.9,0.7,9.9,,,,,2006-06-09T06:16:29,2006-06-09T20:42:42,0.43,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-06-10,93.4,67.7,81.2,93.4,67.7,81.2,58.6,47.9,0,0,0,,,,,12.4,12.4,7,0.7,243.3,1011.6,4.5,9.8,,,,,2006-06-10T06:16:24,2006-06-10T20:43:10,0.47,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-06-11,93.9,71.8,81.8,93.8,71.8,82.1,62.8,54.7,0,0,0,,,,39.1,15.2,15.2,6.7,0.6,255.7,1011.4,16.3,9.3,,,,,2006-06-11T06:16:21,2006-06-11T20:43:36,0.5,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-06-12,89.3,71.5,78.5,90,71.5,79.1,64.3,63,0.03,100,8.33,rain,,,33.3,11.2,11.2,5.7,0.9,249.5,1012.6,15.8,8.3,,,,,2006-06-12T06:16:19,2006-06-12T20:44:01,0.53,Rain,Clear conditions throughout the day with afternoon rain.,rain,obs
29642,2006-06-13,72.9,63.8,66.8,72.9,63.8,66.8,61.5,83.4,0.266,100,50,rain,,,,15.1,15.1,11,5.5,49.3,1016,96.9,6.9,,,,,2006-06-13T06:16:20,2006-06-13T20:44:25,0.57,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,obs
29642,2006-06-14,87.7,64.4,75.6,86.4,64.4,75.4,59.5,61.4,0.035,100,20.83,rain,,,,14.6,14.6,9.2,5.5,4,1013,70.5,8.8,,,,,2006-06-14T06:16:21,2006-06-14T20:44:48,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,obs
29642,2006-06-15,86.7,64.9,76.7,84.4,64.9,76.1,53.9,47.2,0,0,0,,,,,8.2,8.2,5.1,0.6,23.4,1018.5,28.6,9.4,,,,,2006-06-15T06:16:24,2006-06-15T20:45:10,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2006-06-16,85.2,65.4,75.9,83.5,65.4,75.4,54.4,48.9,0,0,0,,,,,7.1,7.1,4.8,2.3,101,1022.2,18.6,9.7,,,,,2006-06-16T06:16:29,2006-06-16T20:45:30,0.68,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-06-17,84.8,64.9,75.9,83.8,64.9,75.6,56.8,53.5,0,0,0,,,,,11.2,11.2,5.3,1.3,201,1023.2,13.2,9.1,,,,,2006-06-17T06:16:36,2006-06-17T20:45:48,0.71,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-06-18,84.4,64,75,83.2,64,74.7,56.7,55.1,0,0,0,,,,,10.4,10.4,5.8,1.1,192.1,1022,19.3,9.3,,,,,2006-06-18T06:16:43,2006-06-18T20:46:06,0.75,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-06-19,87.3,65.7,76.6,86.9,65.7,76.6,59.2,56.7,0,0,0,,,,,12.6,12.6,7.3,2.1,237.9,1019.5,26.7,9.8,,,,,2006-06-19T06:16:53,2006-06-19T20:46:22,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2006-06-20,95.6,67.8,81.3,93.1,67.8,80.8,59.9,52.7,0.046,100,4.17,rain,,,,8.9,8.9,4.1,0.8,306,1017.8,15.6,9.3,,,,,2006-06-20T06:17:03,2006-06-20T20:46:36,0.82,Rain,Clear conditions throughout the day with early morning rain.,rain,obs
29642,2006-06-21,96.1,71.8,84,93.8,71.8,83.4,58.2,44.3,0,0,0,,,,,7.6,7.6,5.7,2.1,10.9,1019.6,1.2,9.8,,,,,2006-06-21T06:17:16,2006-06-21T20:46:49,0.86,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-06-22,98,72.4,82.9,97,72.4,83.3,64.3,57.1,0.068,100,16.67,rain,,,,9.4,9.4,4.8,2.2,257.5,1021.1,12,8.3,,,,,2006-06-22T06:17:29,2006-06-22T20:47:01,0.89,Rain,Clear conditions throughout the day with late afternoon rain.,rain,obs
29642,2006-06-23,92.8,70.8,78.6,96,70.8,79.5,67.1,70,0.792,100,29.17,rain,,,,12.2,12.2,5.8,0.6,43.8,1019.3,25.6,7.1,,,,,2006-06-23T06:17:44,2006-06-23T20:47:11,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,obs
29642,2006-06-24,85.3,68.3,76.3,87.4,68.3,77,66.7,74.1,0.101,100,16.67,rain,,,,12.6,12.6,5,1.1,116.6,1018.2,33.8,7.8,,,,,2006-06-24T06:18:01,2006-06-24T20:47:19,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,obs
29642,2006-06-25,85.5,71.1,76.1,88.2,71.1,76.6,67.6,76.1,0.372,100,25,rain,,,,12.2,12.2,5.9,2.9,55.6,1015.8,60.6,8.9,,,,,2006-06-25T06:18:18,2006-06-25T20:47:26,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,obs
29642,2006-06-26,76.8,70.3,72.5,76.8,70.3,72.5,68.7,88.2,2.053,100,70.83,rain,,,,11.5,11.5,5.8,2.3,63.7,1013.8,87.3,8.2,,,,,2006-06-26T06:18:37,2006-06-26T20:47:32,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,obs
29642,2006-06-27,86.9,70.5,77.1,88.2,70.5,77.6,66.3,71.8,0.106,100,16.67,rain,,,,11,11,4.5,0.6,300.8,1015.2,56.6,9.5,,,,,2006-06-27T06:18:58,2006-06-27T20:47:35,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,obs
29642,2006-06-28,87.6,66.3,77.4,86.5,66.3,77.2,61.8,62.3,0.006,100,4.17,rain,,,,9.5,9.5,5.2,0.6,231.8,1019.5,8.7,8.8,,,,,2006-06-28T06:19:19,2006-06-28T20:47:38,0.1,Rain,Clear conditions throughout the day with morning rain.,rain,obs
29642,2006-06-29,88.4,67.4,78,86.2,67.4,77.4,59.1,56.4,0.002,100,4.17,rain,,,,9,9,4.6,0.7,339.2,1020,11.8,8.2,,,,,2006-06-29T06:19:42,2006-06-29T20:47:38,0.13,Rain,Clear conditions throughout the day with morning rain.,rain,obs
29642,2006-06-30,86.8,68.5,77.8,85,68.5,77.4,58,52.7,0,0,0,,,,,6.2,6.2,4,0.9,30.9,1019.7,8.6,9.7,,,,,2006-06-30T06:20:06,2006-06-30T20:47:37,0.16,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-07-01,89.8,67.8,77.7,89.5,67.8,77.8,61.4,58.7,0,0,0,,,,,6.3,6.3,3.6,0.7,357.5,1022.8,6.7,8.9,,,,,2006-07-01T06:20:31,2006-07-01T20:47:34,0.19,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-07-02,91.6,68.8,79.8,91.8,68.8,80.4,64.5,62.3,0,0,0,,,,,8.2,8.2,3.6,0.7,259,1023.9,3.2,8.8,,,,,2006-07-02T06:20:57,2006-07-02T20:47:30,0.23,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-07-03,92.1,70.8,80.9,93.4,70.8,81.6,65.2,61.6,0,0,0,,,,,10.9,10.9,4.3,0.8,244.5,1022.6,3.8,8.1,,,,,2006-07-03T06:21:25,2006-07-03T20:47:24,0.25,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-07-04,92.4,72.4,82.1,95.1,72.4,83.4,66.5,61.5,0,0,0,,,,,9.8,9.8,5,1.2,223.8,1019.9,5.4,6.4,,,,,2006-07-04T06:21:53,2006-07-04T20:47:16,0.29,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-07-05,85.6,72.2,77.8,89.4,72.2,78.8,67.9,72.5,0.04,100,12.5,rain,,,,8.3,8.3,4.5,1.4,257.9,1017.5,27.5,7.2,,,,,2006-07-05T06:22:23,2006-07-05T20:47:07,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,obs
29642,2006-07-06,79.3,71.1,74.5,79.3,71.1,74.5,66.8,77.7,0.089,100,37.5,rain,,,,11.1,11.1,6.1,0.9,61.6,1018.1,76.3,7.3,,,,,2006-07-06T06:22:53,2006-07-06T20:46:56,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,obs
29642,2006-07-07,79.4,64.7,72.5,79.4,64.7,72.5,58.3,63,0.012,100,8.33,rain,,,,11.8,11.8,7.2,3.3,62.9,1023.8,54.3,9.1,,,,,2006-07-07T06:23:25,2006-07-07T20:46:43,0.39,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,obs
29642,2006-07-08,80.3,64.2,72.8,80.3,64.2,72.8,56.2,57.2,0,0,0,,,,,6.4,6.4,4.4,1.9,80.5,1023.5,53.6,9.7,,,,,2006-07-08T06:23:57,2006-07-08T20:46:29,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2006-07-09,82.3,64.5,74.3,82.5,64.5,74.3,59.1,60.3,0,0,0,,,,,11.1,11.1,5.4,0.6,210.6,1020.7,27.1,8.9,,,,,2006-07-09T06:24:30,2006-07-09T20:46:13,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs
29642,2006-07-10,88.4,70.4,79.2,88.3,70.4,79.5,62.2,57.9,0,0,0,,,,,9.5,9.5,5.3,0.6,218.4,1019.6,19.1,7.8,,,,,2006-07-10T06:25:04,2006-07-10T20:45:55,0.5,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-07-11,88.7,70.5,79.7,90.2,70.5,80.6,65.1,62.6,0.014,100,4.17,rain,,,,8.5,8.5,5.2,1.2,201,1022,18.6,7.3,,,,,2006-07-11T06:25:39,2006-07-11T20:45:36,0.52,Rain,Clear conditions throughout the day with late afternoon rain.,rain,obs
29642,2006-07-12,90,71.8,81.4,92.2,71.8,83,67.3,64.2,0,0,0,,,,,8.7,8.7,4.7,0.6,208,1022,16.4,9.1,,,,,2006-07-12T06:26:15,2006-07-12T20:45:15,0.55,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-07-13,91.9,73.9,80.5,96.6,73.9,82.1,68.6,68.5,0.01,100,8.33,rain,,,30.8,13,13,6.8,2.7,223.6,1020.1,23.8,9.6,,,,,2006-07-13T06:26:51,2006-07-13T20:44:52,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,obs
29642,2006-07-14,91.8,72.9,79.6,96.6,72.9,81.3,69.6,73.2,0.002,100,4.17,rain,,,,8.8,8.8,5.3,0.7,247.1,1019,24.8,8.8,,,,,2006-07-14T06:27:29,2006-07-14T20:44:28,0.63,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,obs
29642,2006-07-15,94.5,73.5,82.6,99.6,73.5,84.9,68.7,65.1,0,0,0,,,,,10.6,10.6,5.9,0.8,276.7,1018.1,10.6,9.2,,,,,2006-07-15T06:28:06,2006-07-15T20:44:01,0.66,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-07-16,92.1,74.5,83,93.2,74.5,84,65.8,58.3,0,0,0,,,,,11.7,11.7,6.9,1.8,42.7,1018.2,14.3,9.2,,,,,2006-07-16T06:28:45,2006-07-16T20:43:34,0.7,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-07-17,91.7,71.8,81.9,91,71.8,81.8,60.9,51.1,0,0,0,,,,,9.5,9.5,5.9,3,54.1,1018.9,11.7,9.5,,,,,2006-07-17T06:29:24,2006-07-17T20:43:04,0.75,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-07-18,93.4,70.5,82.9,93.2,70.5,83.1,62.6,53.2,0,0,0,,,,,6.7,6.7,3.6,0.7,357.4,1018,11.2,8.9,,,,,2006-07-18T06:30:03,2006-07-18T20:42:34,0.77,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-07-19,95.6,72.4,84.8,95.2,72.4,85.3,63.2,51.1,0,0,0,,,,,8.2,8.2,4.5,0.6,59.1,1018.3,6.9,8.6,,,,,2006-07-19T06:30:44,2006-07-19T20:42:01,0.8,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-07-20,91.8,72,80.1,94.4,72,81.1,66,63.4,0.048,100,8.33,rain,,,,11.1,11.1,6.3,2.2,25.1,1020.4,19.4,7.5,,,,,2006-07-20T06:31:24,2006-07-20T20:41:27,0.84,Rain,Clear conditions throughout the day with rain.,rain,obs
29642,2006-07-21,92.6,71.3,81.3,95.3,71.3,83.4,67.6,65.3,0,0,0,,,,,9.3,9.3,5,0.6,237.5,1017.4,2.3,7.4,,,,,2006-07-21T06:32:05,2006-07-21T20:40:51,0.87,Clear,Clear conditions throughout the day.,clear-day,obs
29642,2006-07-22,89.1,72.4,79.5,91.8,72.4,80.6,67.2,68.2,0.363,100,25,rain,,,31.1,13.9,13.9,7.6,2.3,250,1013.4,33.7,8.4,,,,,2006-07-22T06:32:47,2006-07-22T20:40:14,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,obs
29642,2006-07-23,84.1,70.9,75.9,86.3,70.9,76.6,68,78,0.577,100,25,rain,,,,7.2,7.2,4.1,1.2,165.8,1013.3,76.4,6.7,,,,,2006-07-23T06:33:29,2006-07-23T20:39:35,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,obs
29642,2006-07-24,81.5,71,75.1,85,71,75.6,68.8,81.1,1.399,100,25,rain,,,38,9.4,9.4,5.7,1.6,53.1,1017,62.9,6.8,,,,,2006-07-24T06:34:11,2006-07-24T20:38:55,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,obs
